record_id,fp_sample_index,category,description
data/90,123,startup_transient,Detected at sample 123 (<1.0s) during filter and adaptive threshold settling
data/90,175,startup_transient,Detected at sample 175 (<1.0s) during filter and adaptive threshold settling
data/90,689,t_wave_misdetection,Occurred 264ms after true R-peak at 623 (typical T-wave window)
data/90,940,t_wave_misdetection,Occurred 264ms after true R-peak at 874 (typical T-wave window)
data/90,1189,t_wave_misdetection,Occurred 260ms after true R-peak at 1124 (typical T-wave window)
data/90,1361,baseline_wander,Detected at sample 1361 with nearest true beat at 1374 (dist 52ms)
data/90,1440,t_wave_misdetection,Occurred 264ms after true R-peak at 1374 (typical T-wave window)
data/90,1695,t_wave_misdetection,Occurred 280ms after true R-peak at 1625 (typical T-wave window)
data/90,1944,t_wave_misdetection,Occurred 280ms after true R-peak at 1874 (typical T-wave window)
data/90,2260,baseline_wander,Detected at sample 2260 with nearest true beat at 2124 (dist 544ms)
data/90,2375,baseline_wander,Detected at sample 2375 with nearest true beat at 2124 (dist 1004ms)
data/90,2484,baseline_wander,Detected at sample 2484 with nearest true beat at 2124 (dist 1440ms)
data/91,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/91,97,startup_transient,Detected at sample 97 (<1.0s) during filter and adaptive threshold settling
data/91,2296,baseline_wander,Detected at sample 2296 with nearest true beat at 2143 (dist 612ms)
data/92,61,startup_transient,Detected at sample 61 (<1.0s) during filter and adaptive threshold settling
data/92,490,cross_window_boundary,Detected at sample 490 near SQI 2-second window boundary 500
data/92,2353,baseline_wander,Detected at sample 2353 with nearest true beat at 2199 (dist 616ms)
data/93,10,startup_transient,Detected at sample 10 (<1.0s) during filter and adaptive threshold settling
data/93,186,startup_transient,Detected at sample 186 (<1.0s) during filter and adaptive threshold settling
data/93,248,startup_transient,Detected at sample 248 (<1.0s) during filter and adaptive threshold settling
data/93,750,t_wave_misdetection,Occurred 276ms after true R-peak at 681 (typical T-wave window)
data/93,905,baseline_wander,Detected at sample 905 with nearest true beat at 933 (dist 112ms)
data/93,996,cross_window_boundary,Detected at sample 996 near SQI 2-second window boundary 1000
data/93,1499,cross_window_boundary,Detected at sample 1499 near SQI 2-second window boundary 1500
data/93,1980,t_wave_misdetection,Occurred 208ms after true R-peak at 1928 (typical T-wave window)
data/93,2271,t_wave_misdetection,Occurred 376ms after true R-peak at 2177 (typical T-wave window)
data/93,2424,baseline_wander,Detected at sample 2424 with nearest true beat at 2177 (dist 988ms)
data/94,173,startup_transient,Detected at sample 173 (<1.0s) during filter and adaptive threshold settling
data/94,2342,baseline_wander,Detected at sample 2342 with nearest true beat at 2151 (dist 764ms)
data/95,6,startup_transient,Detected at sample 6 (<1.0s) during filter and adaptive threshold settling
data/95,162,startup_transient,Detected at sample 162 (<1.0s) during filter and adaptive threshold settling
data/95,472,t_wave_misdetection,Occurred 316ms after true R-peak at 393 (typical T-wave window)
data/95,714,t_wave_misdetection,Occurred 284ms after true R-peak at 643 (typical T-wave window)
data/95,972,t_wave_misdetection,Occurred 316ms after true R-peak at 893 (typical T-wave window)
data/95,1222,t_wave_misdetection,Occurred 316ms after true R-peak at 1143 (typical T-wave window)
data/95,2484,baseline_wander,Detected at sample 2484 with nearest true beat at 2248 (dist 944ms)
data/96,86,startup_transient,Detected at sample 86 (<1.0s) during filter and adaptive threshold settling
data/96,347,t_wave_misdetection,Occurred 268ms after true R-peak at 280 (typical T-wave window)
data/96,1105,t_wave_misdetection,Occurred 200ms after true R-peak at 1055 (typical T-wave window)
data/96,2414,baseline_wander,Detected at sample 2414 with nearest true beat at 2232 (dist 728ms)
data/97,94,startup_transient,Detected at sample 94 (<1.0s) during filter and adaptive threshold settling
data/97,2334,baseline_wander,Detected at sample 2334 with nearest true beat at 2080 (dist 1016ms)
data/98,135,startup_transient,Detected at sample 135 (<1.0s) during filter and adaptive threshold settling
data/98,2314,baseline_wander,Detected at sample 2314 with nearest true beat at 2072 (dist 968ms)
data/99,8,startup_transient,Detected at sample 8 (<1.0s) during filter and adaptive threshold settling
data/99,2460,baseline_wander,Detected at sample 2460 with nearest true beat at 2294 (dist 664ms)
data/100,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/100,80,startup_transient,Detected at sample 80 (<1.0s) during filter and adaptive threshold settling
data/100,2316,baseline_wander,Detected at sample 2316 with nearest true beat at 2089 (dist 908ms)
data/101,114,startup_transient,Detected at sample 114 (<1.0s) during filter and adaptive threshold settling
data/101,2007,cross_window_boundary,Detected at sample 2007 near SQI 2-second window boundary 2000
data/101,2421,baseline_wander,Detected at sample 2421 with nearest true beat at 2208 (dist 852ms)
data/102,162,startup_transient,Detected at sample 162 (<1.0s) during filter and adaptive threshold settling
data/102,2456,baseline_wander,Detected at sample 2456 with nearest true beat at 2224 (dist 928ms)
data/103,41,startup_transient,Detected at sample 41 (<1.0s) during filter and adaptive threshold settling
data/103,279,baseline_wander,Detected at sample 279 with nearest true beat at 365 (dist 344ms)
data/103,661,t_wave_misdetection,Occurred 272ms after true R-peak at 593 (typical T-wave window)
data/103,812,t_wave_misdetection,Occurred 244ms after true R-peak at 751 (typical T-wave window)
data/103,940,t_wave_misdetection,Occurred 284ms after true R-peak at 869 (typical T-wave window)
data/103,1002,cross_window_boundary,Detected at sample 1002 near SQI 2-second window boundary 1000
data/103,1163,t_wave_misdetection,Occurred 284ms after true R-peak at 1092 (typical T-wave window)
data/103,1661,baseline_wander,Detected at sample 1661 with nearest true beat at 1750 (dist 356ms)
data/103,1822,t_wave_misdetection,Occurred 288ms after true R-peak at 1750 (typical T-wave window)
data/103,1976,t_wave_misdetection,Occurred 260ms after true R-peak at 1911 (typical T-wave window)
data/103,2024,baseline_wander,Detected at sample 2024 with nearest true beat at 2133 (dist 436ms)
data/103,2075,baseline_wander,Detected at sample 2075 with nearest true beat at 2133 (dist 232ms)
data/103,2234,baseline_wander,Detected at sample 2234 with nearest true beat at 2293 (dist 236ms)
data/103,2399,baseline_wander,Detected at sample 2399 with nearest true beat at 2293 (dist 424ms)
data/103,2454,baseline_wander,Detected at sample 2454 with nearest true beat at 2293 (dist 644ms)
data/104,8,startup_transient,Detected at sample 8 (<1.0s) during filter and adaptive threshold settling
data/104,148,startup_transient,Detected at sample 148 (<1.0s) during filter and adaptive threshold settling
data/104,661,t_wave_misdetection,Occurred 268ms after true R-peak at 594 (typical T-wave window)
data/104,1126,t_wave_misdetection,Occurred 268ms after true R-peak at 1059 (typical T-wave window)
data/104,1358,t_wave_misdetection,Occurred 268ms after true R-peak at 1291 (typical T-wave window)
data/104,1584,t_wave_misdetection,Occurred 268ms after true R-peak at 1517 (typical T-wave window)
data/104,1815,t_wave_misdetection,Occurred 276ms after true R-peak at 1746 (typical T-wave window)
data/104,2042,t_wave_misdetection,Occurred 256ms after true R-peak at 1978 (typical T-wave window)
data/104,2440,baseline_wander,Detected at sample 2440 with nearest true beat at 2205 (dist 940ms)
data/105,32,startup_transient,Detected at sample 32 (<1.0s) during filter and adaptive threshold settling
data/105,871,t_wave_misdetection,Occurred 232ms after true R-peak at 813 (typical T-wave window)
data/105,2328,baseline_wander,Detected at sample 2328 with nearest true beat at 2095 (dist 932ms)
data/106,102,startup_transient,Detected at sample 102 (<1.0s) during filter and adaptive threshold settling
data/106,2397,baseline_wander,Detected at sample 2397 with nearest true beat at 2218 (dist 716ms)
data/107,99,startup_transient,Detected at sample 99 (<1.0s) during filter and adaptive threshold settling
data/107,2306,baseline_wander,Detected at sample 2306 with nearest true beat at 2062 (dist 976ms)
data/108,107,startup_transient,Detected at sample 107 (<1.0s) during filter and adaptive threshold settling
data/108,2313,baseline_wander,Detected at sample 2313 with nearest true beat at 2124 (dist 756ms)
data/109,34,startup_transient,Detected at sample 34 (<1.0s) during filter and adaptive threshold settling
data/109,1004,cross_window_boundary,Detected at sample 1004 near SQI 2-second window boundary 1000
data/109,2494,baseline_wander,Detected at sample 2494 with nearest true beat at 2398 (dist 384ms)
data/110,66,startup_transient,Detected at sample 66 (<1.0s) during filter and adaptive threshold settling
data/110,979,t_wave_misdetection,Occurred 232ms after true R-peak at 921 (typical T-wave window)
data/110,1373,t_wave_misdetection,Occurred 228ms after true R-peak at 1316 (typical T-wave window)
data/110,1502,cross_window_boundary,Detected at sample 1502 near SQI 2-second window boundary 1500
data/110,2476,baseline_wander,Detected at sample 2476 with nearest true beat at 2293 (dist 732ms)
data/111,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/111,212,startup_transient,Detected at sample 212 (<1.0s) during filter and adaptive threshold settling
data/111,300,baseline_wander,Detected at sample 300 with nearest true beat at 459 (dist 636ms)
data/111,551,t_wave_misdetection,Occurred 368ms after true R-peak at 459 (typical T-wave window)
data/111,795,t_wave_misdetection,Occurred 336ms after true R-peak at 711 (typical T-wave window)
data/111,1049,t_wave_misdetection,Occurred 348ms after true R-peak at 962 (typical T-wave window)
data/111,1132,baseline_wander,Detected at sample 1132 with nearest true beat at 1210 (dist 312ms)
data/111,1299,t_wave_misdetection,Occurred 356ms after true R-peak at 1210 (typical T-wave window)
data/111,1553,t_wave_misdetection,Occurred 368ms after true R-peak at 1461 (typical T-wave window)
data/111,1805,t_wave_misdetection,Occurred 372ms after true R-peak at 1712 (typical T-wave window)
data/111,2049,t_wave_misdetection,Occurred 356ms after true R-peak at 1960 (typical T-wave window)
data/111,2233,duplicate_refractory,Double detection only 88ms after R-peak at 2211
data/111,2299,t_wave_misdetection,Occurred 352ms after true R-peak at 2211 (typical T-wave window)
data/111,2478,baseline_wander,Detected at sample 2478 with nearest true beat at 2211 (dist 1068ms)
data/112,37,startup_transient,Detected at sample 37 (<1.0s) during filter and adaptive threshold settling
data/112,2476,baseline_wander,Detected at sample 2476 with nearest true beat at 2227 (dist 996ms)
data/113,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/113,180,startup_transient,Detected at sample 180 (<1.0s) during filter and adaptive threshold settling
data/113,2443,baseline_wander,Detected at sample 2443 with nearest true beat at 2198 (dist 980ms)
data/114,51,startup_transient,Detected at sample 51 (<1.0s) during filter and adaptive threshold settling
data/114,2358,baseline_wander,Detected at sample 2358 with nearest true beat at 2193 (dist 660ms)
data/115,6,startup_transient,Detected at sample 6 (<1.0s) during filter and adaptive threshold settling
data/115,196,startup_transient,Detected at sample 196 (<1.0s) during filter and adaptive threshold settling
data/115,2366,baseline_wander,Detected at sample 2366 with nearest true beat at 2093 (dist 1092ms)
data/116,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/116,212,startup_transient,Detected at sample 212 (<1.0s) during filter and adaptive threshold settling
data/116,378,t_wave_misdetection,Occurred 268ms after true R-peak at 311 (typical T-wave window)
data/116,543,t_wave_misdetection,Occurred 260ms after true R-peak at 478 (typical T-wave window)
data/116,708,t_wave_misdetection,Occurred 252ms after true R-peak at 645 (typical T-wave window)
data/116,876,t_wave_misdetection,Occurred 260ms after true R-peak at 811 (typical T-wave window)
data/116,1043,t_wave_misdetection,Occurred 272ms after true R-peak at 975 (typical T-wave window)
data/116,1209,t_wave_misdetection,Occurred 268ms after true R-peak at 1142 (typical T-wave window)
data/116,1373,t_wave_misdetection,Occurred 264ms after true R-peak at 1307 (typical T-wave window)
data/116,1538,t_wave_misdetection,Occurred 260ms after true R-peak at 1473 (typical T-wave window)
data/116,1707,t_wave_misdetection,Occurred 248ms after true R-peak at 1645 (typical T-wave window)
data/116,1875,t_wave_misdetection,Occurred 244ms after true R-peak at 1814 (typical T-wave window)
data/116,2044,t_wave_misdetection,Occurred 264ms after true R-peak at 1978 (typical T-wave window)
data/116,2212,t_wave_misdetection,Occurred 268ms after true R-peak at 2145 (typical T-wave window)
data/116,2314,baseline_wander,Detected at sample 2314 with nearest true beat at 2145 (dist 676ms)
data/116,2377,baseline_wander,Detected at sample 2377 with nearest true beat at 2145 (dist 928ms)
data/116,2481,baseline_wander,Detected at sample 2481 with nearest true beat at 2145 (dist 1344ms)
data/117,120,startup_transient,Detected at sample 120 (<1.0s) during filter and adaptive threshold settling
data/117,2382,baseline_wander,Detected at sample 2382 with nearest true beat at 2212 (dist 680ms)
data/118,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/118,228,startup_transient,Detected at sample 228 (<1.0s) during filter and adaptive threshold settling
data/118,2282,baseline_wander,Detected at sample 2282 with nearest true beat at 2052 (dist 920ms)
data/119,3,startup_transient,Detected at sample 3 (<1.0s) during filter and adaptive threshold settling
data/119,80,startup_transient,Detected at sample 80 (<1.0s) during filter and adaptive threshold settling
data/119,2329,baseline_wander,Detected at sample 2329 with nearest true beat at 2081 (dist 992ms)
data/120,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/120,161,startup_transient,Detected at sample 161 (<1.0s) during filter and adaptive threshold settling
data/120,2496,baseline_wander,Detected at sample 2496 with nearest true beat at 2216 (dist 1120ms)
data/121,12,startup_transient,Detected at sample 12 (<1.0s) during filter and adaptive threshold settling
data/121,688,t_wave_misdetection,Occurred 236ms after true R-peak at 629 (typical T-wave window)
data/121,846,t_wave_misdetection,Occurred 244ms after true R-peak at 785 (typical T-wave window)
data/121,1014,t_wave_misdetection,Occurred 284ms after true R-peak at 943 (typical T-wave window)
data/121,1158,t_wave_misdetection,Occurred 244ms after true R-peak at 1097 (typical T-wave window)
data/121,1323,t_wave_misdetection,Occurred 280ms after true R-peak at 1253 (typical T-wave window)
data/121,1470,t_wave_misdetection,Occurred 244ms after true R-peak at 1409 (typical T-wave window)
data/121,1624,t_wave_misdetection,Occurred 240ms after true R-peak at 1564 (typical T-wave window)
data/121,1786,t_wave_misdetection,Occurred 280ms after true R-peak at 1716 (typical T-wave window)
data/121,1925,t_wave_misdetection,Occurred 220ms after true R-peak at 1870 (typical T-wave window)
data/121,2241,t_wave_misdetection,Occurred 252ms after true R-peak at 2178 (typical T-wave window)
data/121,2391,t_wave_misdetection,Occurred 240ms after true R-peak at 2331 (typical T-wave window)
data/121,2489,baseline_wander,Detected at sample 2489 with nearest true beat at 2331 (dist 632ms)
data/122,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/122,241,startup_transient,Detected at sample 241 (<1.0s) during filter and adaptive threshold settling
data/122,2497,baseline_wander,Detected at sample 2497 with nearest true beat at 2245 (dist 1008ms)
data/123,42,startup_transient,Detected at sample 42 (<1.0s) during filter and adaptive threshold settling
data/123,2314,baseline_wander,Detected at sample 2314 with nearest true beat at 2083 (dist 924ms)
data/124,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/124,261,baseline_wander,Detected at sample 261 with nearest true beat at 522 (dist 1044ms)
data/124,2394,baseline_wander,Detected at sample 2394 with nearest true beat at 2121 (dist 1092ms)
data/125,26,startup_transient,Detected at sample 26 (<1.0s) during filter and adaptive threshold settling
data/125,1165,t_wave_misdetection,Occurred 308ms after true R-peak at 1088 (typical T-wave window)
data/125,1666,t_wave_misdetection,Occurred 224ms after true R-peak at 1610 (typical T-wave window)
data/125,2215,baseline_wander,Detected at sample 2215 with nearest true beat at 1910 (dist 1220ms)
data/126,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/126,131,startup_transient,Detected at sample 131 (<1.0s) during filter and adaptive threshold settling
data/126,1000,cross_window_boundary,Detected at sample 1000 near SQI 2-second window boundary 1000
data/126,1700,t_wave_misdetection,Occurred 220ms after true R-peak at 1645 (typical T-wave window)
data/126,2294,baseline_wander,Detected at sample 2294 with nearest true beat at 2074 (dist 880ms)
data/126,2497,baseline_wander,Detected at sample 2497 with nearest true beat at 2074 (dist 1692ms)
data/127,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/127,308,baseline_wander,Detected at sample 308 with nearest true beat at 694 (dist 1544ms)
data/127,1874,t_wave_misdetection,Occurred 220ms after true R-peak at 1819 (typical T-wave window)
data/127,2183,baseline_wander,Detected at sample 2183 with nearest true beat at 1819 (dist 1456ms)
data/127,2497,baseline_wander,Detected at sample 2497 with nearest true beat at 1819 (dist 2712ms)
data/128,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/128,91,startup_transient,Detected at sample 91 (<1.0s) during filter and adaptive threshold settling
data/128,2337,baseline_wander,Detected at sample 2337 with nearest true beat at 2059 (dist 1112ms)
data/129,33,startup_transient,Detected at sample 33 (<1.0s) during filter and adaptive threshold settling
data/129,2293,baseline_wander,Detected at sample 2293 with nearest true beat at 1989 (dist 1216ms)
data/129,2497,baseline_wander,Detected at sample 2497 with nearest true beat at 1989 (dist 2032ms)
data/130,238,startup_transient,Detected at sample 238 (<1.0s) during filter and adaptive threshold settling
data/130,474,baseline_wander,Detected at sample 474 with nearest true beat at 501 (dist 108ms)
data/130,1550,baseline_wander,Detected at sample 1550 with nearest true beat at 1562 (dist 48ms)
data/130,1646,t_wave_misdetection,Occurred 336ms after true R-peak at 1562 (typical T-wave window)
data/130,1814,baseline_wander,Detected at sample 1814 with nearest true beat at 1830 (dist 64ms)
data/130,2328,baseline_wander,Detected at sample 2328 with nearest true beat at 2094 (dist 936ms)
data/130,2497,baseline_wander,Detected at sample 2497 with nearest true beat at 2094 (dist 1612ms)
data/131,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/131,224,startup_transient,Detected at sample 224 (<1.0s) during filter and adaptive threshold settling
data/131,2287,baseline_wander,Detected at sample 2287 with nearest true beat at 2057 (dist 920ms)
data/132,127,startup_transient,Detected at sample 127 (<1.0s) during filter and adaptive threshold settling
data/132,2434,baseline_wander,Detected at sample 2434 with nearest true beat at 2166 (dist 1072ms)
data/133,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/133,87,startup_transient,Detected at sample 87 (<1.0s) during filter and adaptive threshold settling
data/133,2491,baseline_wander,Detected at sample 2491 with nearest true beat at 2165 (dist 1304ms)
data/134,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/134,191,startup_transient,Detected at sample 191 (<1.0s) during filter and adaptive threshold settling
data/134,2279,baseline_wander,Detected at sample 2279 with nearest true beat at 1985 (dist 1176ms)
data/135,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/135,214,startup_transient,Detected at sample 214 (<1.0s) during filter and adaptive threshold settling
data/135,2398,baseline_wander,Detected at sample 2398 with nearest true beat at 2191 (dist 828ms)
data/136,14,startup_transient,Detected at sample 14 (<1.0s) during filter and adaptive threshold settling
data/136,2430,baseline_wander,Detected at sample 2430 with nearest true beat at 2254 (dist 704ms)
data/137,160,startup_transient,Detected at sample 160 (<1.0s) during filter and adaptive threshold settling
data/137,2490,baseline_wander,Detected at sample 2490 with nearest true beat at 2258 (dist 928ms)
data/138,136,startup_transient,Detected at sample 136 (<1.0s) during filter and adaptive threshold settling
data/138,2361,baseline_wander,Detected at sample 2361 with nearest true beat at 2099 (dist 1048ms)
data/139,109,startup_transient,Detected at sample 109 (<1.0s) during filter and adaptive threshold settling
data/139,2346,baseline_wander,Detected at sample 2346 with nearest true beat at 2149 (dist 788ms)
data/140,124,startup_transient,Detected at sample 124 (<1.0s) during filter and adaptive threshold settling
data/140,2427,baseline_wander,Detected at sample 2427 with nearest true beat at 2242 (dist 740ms)
data/141,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/141,110,startup_transient,Detected at sample 110 (<1.0s) during filter and adaptive threshold settling
data/141,2306,baseline_wander,Detected at sample 2306 with nearest true beat at 2060 (dist 984ms)
data/142,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/142,65,startup_transient,Detected at sample 65 (<1.0s) during filter and adaptive threshold settling
data/142,2308,baseline_wander,Detected at sample 2308 with nearest true beat at 2099 (dist 836ms)
data/143,68,startup_transient,Detected at sample 68 (<1.0s) during filter and adaptive threshold settling
data/143,2413,baseline_wander,Detected at sample 2413 with nearest true beat at 2220 (dist 772ms)
data/144,86,startup_transient,Detected at sample 86 (<1.0s) during filter and adaptive threshold settling
data/144,2366,baseline_wander,Detected at sample 2366 with nearest true beat at 2152 (dist 856ms)
data/145,111,startup_transient,Detected at sample 111 (<1.0s) during filter and adaptive threshold settling
data/145,2391,baseline_wander,Detected at sample 2391 with nearest true beat at 2165 (dist 904ms)
data/146,13,startup_transient,Detected at sample 13 (<1.0s) during filter and adaptive threshold settling
data/146,2444,baseline_wander,Detected at sample 2444 with nearest true beat at 2158 (dist 1144ms)
data/147,64,startup_transient,Detected at sample 64 (<1.0s) during filter and adaptive threshold settling
data/147,2324,baseline_wander,Detected at sample 2324 with nearest true beat at 2070 (dist 1016ms)
data/148,108,startup_transient,Detected at sample 108 (<1.0s) during filter and adaptive threshold settling
data/148,2476,baseline_wander,Detected at sample 2476 with nearest true beat at 2220 (dist 1024ms)
data/149,119,startup_transient,Detected at sample 119 (<1.0s) during filter and adaptive threshold settling
data/149,1000,cross_window_boundary,Detected at sample 1000 near SQI 2-second window boundary 1000
data/149,2309,baseline_wander,Detected at sample 2309 with nearest true beat at 2086 (dist 892ms)
data/150,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/150,230,startup_transient,Detected at sample 230 (<1.0s) during filter and adaptive threshold settling
data/150,2415,baseline_wander,Detected at sample 2415 with nearest true beat at 2167 (dist 992ms)
data/151,101,startup_transient,Detected at sample 101 (<1.0s) during filter and adaptive threshold settling
data/151,500,cross_window_boundary,Detected at sample 500 near SQI 2-second window boundary 500
data/151,2341,baseline_wander,Detected at sample 2341 with nearest true beat at 2139 (dist 808ms)
data/152,36,startup_transient,Detected at sample 36 (<1.0s) during filter and adaptive threshold settling
data/152,2358,baseline_wander,Detected at sample 2358 with nearest true beat at 2113 (dist 980ms)
data/153,116,startup_transient,Detected at sample 116 (<1.0s) during filter and adaptive threshold settling
data/153,2462,baseline_wander,Detected at sample 2462 with nearest true beat at 2193 (dist 1076ms)
data/154,150,startup_transient,Detected at sample 150 (<1.0s) during filter and adaptive threshold settling
data/154,2325,baseline_wander,Detected at sample 2325 with nearest true beat at 2104 (dist 884ms)
data/155,108,startup_transient,Detected at sample 108 (<1.0s) during filter and adaptive threshold settling
data/155,2337,baseline_wander,Detected at sample 2337 with nearest true beat at 2085 (dist 1008ms)
data/156,3,startup_transient,Detected at sample 3 (<1.0s) during filter and adaptive threshold settling
data/156,123,startup_transient,Detected at sample 123 (<1.0s) during filter and adaptive threshold settling
data/156,2254,baseline_wander,Detected at sample 2254 with nearest true beat at 1987 (dist 1068ms)
data/157,11,startup_transient,Detected at sample 11 (<1.0s) during filter and adaptive threshold settling
data/157,208,startup_transient,Detected at sample 208 (<1.0s) during filter and adaptive threshold settling
data/157,2377,baseline_wander,Detected at sample 2377 with nearest true beat at 2114 (dist 1052ms)
data/158,2,startup_transient,Detected at sample 2 (<1.0s) during filter and adaptive threshold settling
data/158,166,startup_transient,Detected at sample 166 (<1.0s) during filter and adaptive threshold settling
data/158,2225,baseline_wander,Detected at sample 2225 with nearest true beat at 1950 (dist 1100ms)
data/159,129,startup_transient,Detected at sample 129 (<1.0s) during filter and adaptive threshold settling
data/159,2355,baseline_wander,Detected at sample 2355 with nearest true beat at 2133 (dist 888ms)
data/160,163,startup_transient,Detected at sample 163 (<1.0s) during filter and adaptive threshold settling
data/160,2200,baseline_wander,Detected at sample 2200 with nearest true beat at 1852 (dist 1392ms)
data/161,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/161,224,startup_transient,Detected at sample 224 (<1.0s) during filter and adaptive threshold settling
data/161,2332,baseline_wander,Detected at sample 2332 with nearest true beat at 2082 (dist 1000ms)
data/162,86,startup_transient,Detected at sample 86 (<1.0s) during filter and adaptive threshold settling
data/162,2410,baseline_wander,Detected at sample 2410 with nearest true beat at 2202 (dist 832ms)
data/163,189,startup_transient,Detected at sample 189 (<1.0s) during filter and adaptive threshold settling
data/163,2001,cross_window_boundary,Detected at sample 2001 near SQI 2-second window boundary 2000
data/163,2404,baseline_wander,Detected at sample 2404 with nearest true beat at 2182 (dist 888ms)
data/164,43,startup_transient,Detected at sample 43 (<1.0s) during filter and adaptive threshold settling
data/164,2330,baseline_wander,Detected at sample 2330 with nearest true beat at 2095 (dist 940ms)
data/165,4,startup_transient,Detected at sample 4 (<1.0s) during filter and adaptive threshold settling
data/165,204,startup_transient,Detected at sample 204 (<1.0s) during filter and adaptive threshold settling
data/165,2331,baseline_wander,Detected at sample 2331 with nearest true beat at 2118 (dist 852ms)
data/166,213,startup_transient,Detected at sample 213 (<1.0s) during filter and adaptive threshold settling
data/166,2312,baseline_wander,Detected at sample 2312 with nearest true beat at 2068 (dist 976ms)
data/167,10,startup_transient,Detected at sample 10 (<1.0s) during filter and adaptive threshold settling
data/167,129,startup_transient,Detected at sample 129 (<1.0s) during filter and adaptive threshold settling
data/167,2362,baseline_wander,Detected at sample 2362 with nearest true beat at 2144 (dist 872ms)
data/168,8,startup_transient,Detected at sample 8 (<1.0s) during filter and adaptive threshold settling
data/168,163,startup_transient,Detected at sample 163 (<1.0s) during filter and adaptive threshold settling
data/168,2386,baseline_wander,Detected at sample 2386 with nearest true beat at 2112 (dist 1096ms)
data/169,206,startup_transient,Detected at sample 206 (<1.0s) during filter and adaptive threshold settling
data/169,2421,baseline_wander,Detected at sample 2421 with nearest true beat at 2143 (dist 1112ms)
data/170,33,startup_transient,Detected at sample 33 (<1.0s) during filter and adaptive threshold settling
data/170,2344,baseline_wander,Detected at sample 2344 with nearest true beat at 2062 (dist 1128ms)
data/171,1,startup_transient,Detected at sample 1 (<1.0s) during filter and adaptive threshold settling
data/171,145,startup_transient,Detected at sample 145 (<1.0s) during filter and adaptive threshold settling
data/171,2381,baseline_wander,Detected at sample 2381 with nearest true beat at 2153 (dist 912ms)
data/172,9,startup_transient,Detected at sample 9 (<1.0s) during filter and adaptive threshold settling
data/172,95,startup_transient,Detected at sample 95 (<1.0s) during filter and adaptive threshold settling
data/172,2377,baseline_wander,Detected at sample 2377 with nearest true beat at 2086 (dist 1164ms)
data/173,36,startup_transient,Detected at sample 36 (<1.0s) during filter and adaptive threshold settling
data/173,1808,t_wave_misdetection,Occurred 240ms after true R-peak at 1748 (typical T-wave window)
data/173,2367,baseline_wander,Detected at sample 2367 with nearest true beat at 2256 (dist 444ms)
data/174,36,startup_transient,Detected at sample 36 (<1.0s) during filter and adaptive threshold settling
data/174,2267,baseline_wander,Detected at sample 2267 with nearest true beat at 2019 (dist 992ms)
data/175,121,startup_transient,Detected at sample 121 (<1.0s) during filter and adaptive threshold settling
data/175,2377,baseline_wander,Detected at sample 2377 with nearest true beat at 2154 (dist 892ms)
data/176,128,startup_transient,Detected at sample 128 (<1.0s) during filter and adaptive threshold settling
data/176,1606,t_wave_misdetection,Occurred 224ms after true R-peak at 1550 (typical T-wave window)
data/176,2269,baseline_wander,Detected at sample 2269 with nearest true beat at 2029 (dist 960ms)
data/177,66,startup_transient,Detected at sample 66 (<1.0s) during filter and adaptive threshold settling
data/177,2438,baseline_wander,Detected at sample 2438 with nearest true beat at 2239 (dist 796ms)
data/178,134,startup_transient,Detected at sample 134 (<1.0s) during filter and adaptive threshold settling
data/178,2482,baseline_wander,Detected at sample 2482 with nearest true beat at 2296 (dist 744ms)
data/179,213,startup_transient,Detected at sample 213 (<1.0s) during filter and adaptive threshold settling
data/179,2327,baseline_wander,Detected at sample 2327 with nearest true beat at 2090 (dist 948ms)
data/180,120,startup_transient,Detected at sample 120 (<1.0s) during filter and adaptive threshold settling
data/180,2361,baseline_wander,Detected at sample 2361 with nearest true beat at 2164 (dist 788ms)
data/181,3,startup_transient,Detected at sample 3 (<1.0s) during filter and adaptive threshold settling
